consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"1 of 6
I confirm that I have read the attached information sheet (Version A7.0; Date 22/02/2023) for the above study and have had the opportunity to consider the information and ask questions and had these answered satisfactorily.",,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,41.730616525004734,y,10.854323711995676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself. I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set. 

I agree to take part on this basis.",,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,54.60654817800241,y,9.58213222399354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,66.18988222700136,y,7.5604689459942165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,75.77189730800455,y,2.579857990000164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,80.45149612000387,y,5.452448659001675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,87.82076416900236,y,9.783393514997442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.68435350800428,99.68435350800428,99.68435350800428,99.68435350800428,99.68435350800428,99.68435350800428,99.68435350800428,3.733908952999627,20,5.0,3.719121608999558,,-0.0010416666666666667,-0.4166666666666667,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,3.0,3.0,3.0,3.0,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,110.6767311520016,112.65479695500107,space,2.3386268409958575,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,115.02188586899865,117.00472565599921,space,0.008899401997041423,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,117.04262543900404,119.0375385840016,space,0.10183078599220607,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,119.17349348700373,121.17108356000244,space,12.17041443099879,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,133.37584026100376,135.37091317299928,space,0.07837407299666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,135.47241791400302,137.45412962500268,space,0.18071911199513124,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,137.65725695100264,139.654734249998,space,0.06862178899609717,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,139.75495923300332,141.75394846600102,space,0.007476958999177441,,,,,,,,,,,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,0,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.86748492300103,141.86748492300103,141.86748492300103,141.86748492300103,141.86748492300103,143.3038863269976,1.5541666666666667,1.4477380690004793,space,1.2061015439976472,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.54839512400213,144.54839512400213,144.54839512400213,144.54839512400213,144.54839512400213,144.97044330299832,1.71875,0.4067291540050064,space,0.01619811799901072,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.01314733600157,145.01314733600157,145.01314733600157,145.01314733600157,145.01314733600157,145.4208602889994,1.3729166666666668,0.3909424660014338,space,0.03924369600281352,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,73,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13in,images/pointed_maps_images/13in.jpeg,,,,,,,,,,,,,0,3,3,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.49761367800238,145.49761367800238,145.49761367800238,145.49761367800238,145.49761367800238,145.8876589249994,1.1,0.37268882100033807,space,0.04054126699338667,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,4,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.96469682200404,145.96469682200404,145.96469682200404,145.96469682200404,145.96469682200404,146.52087142899836,1.375,0.5401237199985189,space,0.13177572999848053,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,5,5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.68173673099955,146.68173673099955,146.68173673099955,146.68173673099955,146.68173673099955,147.12085879599908,1.6958333333333333,0.4248062049955479,space,0.17067602300085127,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,6,6,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.33005173799756,147.33005173799756,147.33005173799756,147.33005173799756,147.33005173799756,147.9209372480036,1.94375,0.5738389399994048,space,0.1548652339988621,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,7,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.11237014200015,148.11237014200015,148.11237014200015,148.11237014200015,148.11237014200015,148.67079172500235,1.6770833333333335,0.5409961420009495,space,0.19510606899712002,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,8,8,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.8986728489981,148.8986728489981,148.8986728489981,148.8986728489981,148.8986728489981,149.57095152499824,1.2916666666666665,0.6552035470012925,space,0.07816964599624043,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/pointed_maps_images/8cn.jpeg,,,,,,,,,,,,,0,9,9,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.6812667280028,149.6812667280028,149.6812667280028,149.6812667280028,149.6812667280028,150.3876417499996,1.4520833333333334,0.6910694369944395,space,0.058912511995004024,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,10,10,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.48050643999886,150.48050643999886,150.48050643999886,150.48050643999886,150.48050643999886,151.03750756599766,1.4875,0.5406920480018016,space,0.024171628996555228,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,11,11,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.09689360899938,151.09689360899938,151.09689360899938,151.09689360899938,151.09689360899938,151.68766554899776,1.25625,0.5754382059967611,space,0.009404452997841872,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,12,12,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.7305162410048,151.7305162410048,151.7305162410048,151.7305162410048,151.7305162410048,152.20388802300295,1.0375,0.45838002300297376,space,0.002640322993102018,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/pointed_maps_images/19in.jpeg,,,,,,,,,,,,,0,13,13,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.24492554899916,152.24492554899916,152.24492554899916,152.24492554899916,152.24492554899916,152.88765977800358,1.6041666666666665,0.774765722999291,space,0.12012431699258741,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,14,14,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.04547394400288,153.04547394400288,153.04547394400288,153.04547394400288,153.04547394400288,153.20398838999972,1.6041666666666665,0.2575349590042606,space,0.11637799299205653,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,15,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.35323170899937,153.35323170899937,153.35323170899937,153.35323170899937,153.35323170899937,153.48695636400225,1.6041666666666665,0.2546136709934217,space,0.16437901599420002,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,16,16,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.68289798300248,153.68289798300248,153.68289798300248,153.68289798300248,153.68289798300248,153.75394191600208,1.6041666666666665,0.05854985299811233,space,0.049704580997058656,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,17,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.83555160600372,153.83555160600372,153.83555160600372,153.83555160600372,153.83555160600372,153.92057031500008,1.6041666666666665,0.0738388190002297,space,0.03657604500040179,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,18,18,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.9946701279987,153.9946701279987,153.9946701279987,153.9946701279987,153.9946701279987,154.0369280390005,1.6041666666666665,0.026446522999322042,space,0.06683675800013589,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,19,19,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.13280515500082,154.13280515500082,154.13280515500082,154.13280515500082,154.13280515500082,154.20414160400105,1.6041666666666665,0.057124680002743844,space,0.06385735100047896,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,20,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.2993106290014,154.2993106290014,154.2993106290014,154.2993106290014,154.2993106290014,154.35412134200305,1.6041666666666665,0.02985910099960165,space,0.05538046800211305,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,21,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.44455718200334,154.44455718200334,154.44455718200334,154.44455718200334,154.44455718200334,154.50410032700165,1.6041666666666665,0.04056056099943817,space,0.058993295999243855,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,22,22,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.59650623999914,154.59650623999914,154.59650623999914,154.59650623999914,154.59650623999914,154.6368415800025,1.6041666666666665,0.02851928699965356,space,0.09202574599476065,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/pointed_maps_images/7in.jpeg,,,,,,,,,,,,,0,23,23,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.7655275720026,154.7655275720026,154.7655275720026,154.7655275720026,154.7655275720026,154.93990941099764,1.6041666666666665,0.15919573699648026,space,0.1199586249931599,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,24,24,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.09488896399853,155.09488896399853,155.09488896399853,155.09488896399853,155.09488896399853,155.25350558599894,1.6041666666666665,0.25841961500555044,space,0.1274670659986441,,,,,,,,,,,,,,,,,,01,2023-03-29_15h47.01.800,BZ,2022.2.4,None,
