consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,37.46955640602391,y,0.06624295993242413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,39.54415849095676,y,0.05687695799861103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.66758677503094,41.66758677503094,41.66758677503094,41.66758677503094,41.66758677503094,41.66758677503094,41.66758677503094,3.51814330695197,20,5.0,3.505130523000844,,-0.00625,-0.3927083333333333,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,51.04692633799277,53.01122564903926,space,0.23233079095371068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,53.263390433974564,55.261075800983235,space,0.0623885749373585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,55.35060683998745,57.34492872399278,space,0.036538511980324984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,57.41585851297714,59.41082708595786,space,0.09444031189195812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,59.53076598106418,61.52806268900167,space,0.07936048984993249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,61.63012708397582,63.62767963903025,space,0.054697150946594775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,63.71564727497753,65.71126668597572,space,0.17955577897373587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,65.91347950301133,67.91121335199568,space,0.27190327283460647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/pointed_maps_images/2is.jpeg,,,,,,,,,,,,,0,0,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.29037666704971,68.29037666704971,68.29037666704971,68.29037666704971,68.29037666704971,69.86073488800321,1.6229166666666668,1.582054825965315,space,0.06361229089088738,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.95740492304321,69.95740492304321,69.95740492304321,69.95740492304321,69.95740492304321,70.01041744905524,1.6229166666666668,0.04179360996931791,space,0.0681865889346227,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,2,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.1197104640305,70.1197104640305,70.1197104640305,70.1197104640305,70.1197104640305,70.16020624397788,1.6229166666666668,0.026421627029776573,space,0.06603906687814742,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,3,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.25904177199118,70.25904177199118,70.25904177199118,70.25904177199118,70.25904177199118,70.29402787704021,1.6229166666666668,0.031698892009444535,space,0.07825252693146467,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,4,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4045242270222,70.4045242270222,70.4045242270222,70.4045242270222,70.4045242270222,70.44398439500947,1.6229166666666668,0.028735930914990604,space,0.06583314889576286,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,5,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.54293245100416,70.54293245100416,70.54293245100416,70.54293245100416,70.54293245100416,70.59420224500354,1.6229166666666668,0.042904906906187534,space,0.06173925893381238,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,6,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.68914819299243,70.68914819299243,70.68914819299243,70.68914819299243,70.68914819299243,70.74434261897113,1.6229166666666668,0.04189653298817575,space,0.07621718884911388,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/pointed_maps_images/4in.jpeg,,,,,,,,,,,,,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.85570109996479,70.85570109996479,70.85570109996479,70.85570109996479,70.85570109996479,70.92740967602003,1.6229166666666668,0.05753162200562656,space,0.05337497394066304,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02145156706683,71.02145156706683,71.02145156706683,71.02145156706683,71.02145156706683,71.04396992805414,1.6229166666666668,0.01774277607910335,space,0.10994204191956669,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,9,9,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.18780916999094,71.18780916999094,71.18780916999094,71.18780916999094,71.18780916999094,71.49433534301352,1.6229166666666668,0.4241560089867562,space,0.12263605394400656,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,10,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.65938407799695,71.65938407799695,71.65938407799695,71.65938407799695,71.65938407799695,71.77789399004541,1.6229166666666668,0.10308455000631511,space,0.015813070931471884,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.82713194703683,71.82713194703683,71.82713194703683,71.82713194703683,71.82713194703683,72.06059530796483,1.6229166666666668,0.2210498519707471,space,0.05201382585801184,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,12,12,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.15349621605128,72.15349621605128,72.15349621605128,72.15349621605128,72.15349621605128,72.1941043320112,1.6229166666666668,0.02826605597510934,space,0.05923311598598957,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,13,13,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.2874153170269,72.2874153170269,72.2874153170269,72.2874153170269,72.2874153170269,72.37752256297972,1.6229166666666668,0.07448930095415562,space,0.03222679591272026,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,14,14,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.44512731104624,72.44512731104624,72.44512731104624,72.44512731104624,72.44512731104624,72.46509645599872,1.6229166666666668,0.021752642933279276,space,0.10685483494307846,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.60503956698813,72.60503956698813,72.60503956698813,72.60503956698813,72.60503956698813,72.7443668639753,1.6229166666666668,0.12646780291106552,space,0.12068515794817358,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,32,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cs,images/pointed_maps_images/12cs.jpeg,,,,,,,,,,,,,0,16,16,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.90227261302061,72.90227261302061,72.90227261302061,72.90227261302061,72.90227261302061,73.04423673602287,1.6229166666666668,0.24129749508574605,space,0.12944357295054942,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,17,17,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.20593163406011,73.20593163406011,73.20593163406011,73.20593163406011,73.20593163406011,73.31092652201187,1.6229166666666668,0.0899190449854359,space,0.03214747901074588,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,18,18,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.37576228100806,73.37576228100806,73.37576228100806,73.37576228100806,73.37576228100806,73.46112415799871,1.6229166666666668,0.07283973402809352,space,0.0333732528379187,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,19,19,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.53612082300242,73.53612082300242,73.53612082300242,73.53612082300242,73.53612082300242,73.61113393097185,1.6229166666666668,0.05678341106977314,space,0.05973503086715937,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,20,20,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.70602763304487,73.70602763304487,73.70602763304487,73.70602763304487,73.70602763304487,73.74439059197903,1.6229166666666668,0.029184633982367814,space,0.10653828689828515,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,52,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12cn,images/pointed_maps_images/12cn.jpeg,,,,,,,,,,,,,0,21,21,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.8864132000599,73.8864132000599,73.8864132000599,73.8864132000599,73.8864132000599,74.01109824504238,1.6229166666666668,0.1071411840384826,space,0.002636423916555941,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,22,22,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.05371133598965,74.05371133598965,74.05371133598965,74.05371133598965,74.05371133598965,74.1442791010486,1.6229166666666668,0.07388055603951216,space,0.052652484038844705,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,23,23,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.23706168006174,74.23706168006174,74.23706168006174,74.23706168006174,74.23706168006174,74.3279773730319,1.6229166666666668,0.07323687803000212,space,0.0074524019146338105,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,24,24,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.37747749406844,74.37747749406844,74.37747749406844,74.37747749406844,74.37747749406844,74.49430126801599,1.6229166666666668,0.10499906109180301,space,0.03236123197712004,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,25,25,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.55999900202733,74.55999900202733,74.55999900202733,74.55999900202733,74.55999900202733,74.6610631380463,1.6229166666666668,0.0888693550368771,space,0.03007256903219968,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/pointed_maps_images/13cs.jpeg,,,,,,,,,,,,,0,26,26,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.72961940197274,74.72961940197274,74.72961940197274,74.72961940197274,74.72961940197274,74.82779389503412,1.6229166666666668,0.08626761299092323,space,0.025619958876632154,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,27,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.89252448501065,74.89252448501065,74.89252448501065,74.89252448501065,74.89252448501065,74.99431797803845,1.6229166666666668,0.08937814307864755,space,0.020772532909177244,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,28,28,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.05373492499348,75.05373492499348,75.05373492499348,75.05373492499348,75.05373492499348,75.12790713901632,1.6229166666666668,0.05681595008354634,space,0.04520866496022791,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
,,,,,,68,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8is,images/pointed_maps_images/8is.jpeg,,,,,,,,,,,,,0,29,29,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.20913949597161,75.20913949597161,75.20913949597161,75.20913949597161,75.20913949597161,75.29438417206984,1.6229166666666668,0.07424719305709004,space,0.03868657595012337,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h32.36.948,BZ,2022.2.4,None,
