consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,63.75473648798652,y,0.10802964598406106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,65.88271302299108,y,0.10132620192598552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.04116782604251,68.04116782604251,68.04116782604251,68.04116782604251,68.04116782604251,68.04116782604251,68.04116782604251,4.031743124942295,20,5.0,4.017931320006028,,0.016666666666666666,-0.38958333333333334,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,78.23765895504039,80.21588676096871,space,0.8038809079444036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,81.05181184201501,83.04921129602008,space,0.9817356209969148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,84.05413170496468,86.04885678004939,space,0.028800456901080906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,86.10153050906956,88.08290947903879,space,0.05587841593660414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,88.17102233902551,90.14971139398403,space,0.14041153399739414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,90.31864787603263,92.31565268198028,space,0.22185356996487826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,92.57073262799531,94.5660317359725,space,0.11769744590856135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,94.71572372002993,96.69954612397123,space,0.09228806593455374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,39,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19in,images/pointed_maps_images/19in.jpeg,,,,,,,,,,,,,0,0,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.89585609606002,96.89585609606002,96.89585609606002,96.89585609606002,96.89585609606002,100.41620623902418,1.6958333333333333,3.531010259059258,space,0.13692730595357716,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.58896208007354,100.58896208007354,100.58896208007354,100.58896208007354,100.58896208007354,102.61623637005687,1.3020833333333335,3.5073473009979352,space,1.6202096159104258,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,2,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.27274531801231,104.27274531801231,104.27274531801231,104.27274531801231,104.27274531801231,106.43282261304557,1.0270833333333333,2.1408721019979566,space,0.6377313149860129,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/pointed_maps_images/15cs.jpeg,,,,,,,,,,,,,0,3,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.11173814407084,107.11173814407084,107.11173814407084,107.11173814407084,107.11173814407084,109.04911038803402,1.9895833333333333,1.9186150230234489,space,0.43626616697292775,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,76,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16is,images/pointed_maps_images/16is.jpeg,,,,,,,,,,,,,0,4,4,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.52287624997552,109.52287624997552,109.52287624997552,109.52287624997552,109.52287624997552,111.79886857303791,1.00625,2.2570259830681607,space,0.08891800290439278,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,5,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.92295682406984,111.92295682406984,111.92295682406984,111.92295682406984,111.92295682406984,115.36590201302897,1.9854166666666666,3.425011907937005,space,0.16947551385965198,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,6,6,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.57443685806356,115.57443685806356,115.57443685806356,115.57443685806356,115.57443685806356,120.31592675601132,1.375,4.724097235011868,space,0.9528749098535627,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,7,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.3059819090413,121.3059819090413,121.3059819090413,121.3059819090413,121.3059819090413,127.06561543000862,1.9645833333333333,5.741159448982216,space,0.2891339958878234,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,8,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.40055141004268,127.40055141004268,127.40055141004268,127.40055141004268,127.40055141004268,129.83258440997452,1,2.4191355750663206,space,0.16025354794692248,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/pointed_maps_images/8cs.jpeg,,,,,,,,,,,,,0,9,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0256153200753,130.0256153200753,130.0256153200753,130.0256153200753,130.0256153200753,132.06566983205266,1.0083333333333333,2.0231201789574698,space,0.08686896890867501,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,10,10,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.18945945601445,132.18945945601445,132.18945945601445,132.18945945601445,132.18945945601445,133.09917609300464,1.0083333333333333,0.8904116889461875,space,0.09125787485390902,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,11,11,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.22309402597602,133.22309402597602,133.22309402597602,133.22309402597602,133.22309402597602,134.18249442998786,1.0083333333333333,0.9429096939275041,space,0.09618596197105944,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,38,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18is,images/pointed_maps_images/18is.jpeg,,,,,,,,,,,,,0,12,12,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.31024465197697,134.31024465197697,134.31024465197697,134.31024465197697,134.31024465197697,136.8157889180584,1.975,2.489876960986294,space,0.15092748787719756,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,45,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5is,images/pointed_maps_images/5is.jpeg,,,,,,,,,,,,,0,13,13,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.00804086902644,137.00804086902644,137.00804086902644,137.00804086902644,137.00804086902644,139.28238241700456,1.9708333333333332,2.257023125886917,space,0.31941519398242235,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,14,14,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.64162152807694,139.64162152807694,139.64162152807694,139.64162152807694,139.64162152807694,143.86584761796985,1,4.2058449850883335,space,0.1588188789319247,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,15,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.06457320298068,144.06457320298068,144.06457320298068,144.06457320298068,144.06457320298068,146.66579721902963,1.9791666666666667,2.587588128983043,space,0.12870506790932268,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.82280850899406,146.82280850899406,146.82280850899406,146.82280850899406,146.82280850899406,147.79939599102363,1.9770833333333333,0.9588278069859371,space,0.0985473619075492,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,31,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11in,images/pointed_maps_images/11in.jpeg,,,,,,,,,,,,,0,17,17,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.92702888301574,147.92702888301574,147.92702888301574,147.92702888301574,147.92702888301574,150.31611535104457,1.7166666666666668,2.3731071120128036,space,0.13106008688919246,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,48,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cn,images/pointed_maps_images/8cn.jpeg,,,,,,,,,,,,,0,18,18,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.47730988101102,150.47730988101102,150.47730988101102,150.47730988101102,150.47730988101102,152.31536025402602,1.5333333333333332,1.8237132240319625,space,0.28725487692281604,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,19,19,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.63765780103859,152.63765780103859,152.63765780103859,152.63765780103859,152.63765780103859,152.8980857420247,1.5333333333333332,0.45999567897524685,space,0.21026213094592094,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,20,20,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.14210267399903,153.14210267399903,153.14210267399903,153.14210267399903,153.14210267399903,153.28249211597722,1.5333333333333332,0.12498383095953614,space,0.07255795691162348,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,21,21,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.398756092065,153.398756092065,153.398756092065,153.398756092065,153.398756092065,153.51556235202588,1.5333333333333332,0.10451941902283579,space,0.053169571910984814,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,22,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.6075906730257,153.6075906730257,153.6075906730257,153.6075906730257,153.6075906730257,153.68244760902599,1.5333333333333332,0.05811442504636943,space,0.06491511594504118,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,23,23,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.7774112940533,153.7774112940533,153.7774112940533,153.7774112940533,153.7774112940533,153.8653198570246,1.5333333333333332,0.07532941491808742,space,0.08897560299374163,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,24,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.98998931096867,153.98998931096867,153.98998931096867,153.98998931096867,153.98998931096867,154.03232602996286,1.5333333333333332,0.02709790098015219,space,0.12638467794749886,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,25,25,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.19314480002504,154.19314480002504,154.19314480002504,154.19314480002504,154.19314480002504,154.21512653306127,1.5333333333333332,0.01835393498186022,space,0.11156771995592862,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,26,26,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.359398841043,154.359398841043,154.359398841043,154.359398841043,154.359398841043,154.39869443106,1.5333333333333332,0.02900157298427075,space,0.12087601888924837,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,27,27,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.55582642403897,154.55582642403897,154.55582642403897,154.55582642403897,154.55582642403897,154.7653137240559,1.5333333333333332,0.1906141940271482,space,0.11594871093984693,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,28,28,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.91522712504957,154.91522712504957,154.91522712504957,154.91522712504957,154.91522712504957,154.94856525200885,1.5333333333333332,0.03349305200390518,space,0.10329461796209216,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,29,29,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.0911848640535,155.0911848640535,155.0911848640535,155.0911848640535,155.0911848640535,155.13190620404202,1.5333333333333332,0.02716345398221165,space,0.09819517098367214,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,30,30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.26046110398602,155.26046110398602,155.26046110398602,155.26046110398602,155.26046110398602,155.33201105706394,1.5333333333333332,0.057224039104767144,space,0.09249721688684076,,,,,,,,,,,,,,,,,,,2023-03-21_18h42.30.441,BZ,2022.2.4,None,
