consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,74.11449156911112,y,0.03992794000077993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,76.17395441606641,y,0.13246379094198346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.37318976200186,78.37318976200186,78.37318976200186,78.37318976200186,78.37318976200186,78.37318976200186,78.37318976200186,3.2177596639376134,20,5.0,3.205127111985348,,0.01875,-0.3770833333333333,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,87.82903766806703,89.8074244420277,space,0.34097211493644863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,90.1762376310071,92.17332657705992,space,1.3624651620630175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,93.56299709901214,95.54088152910117,space,0.20273118501063436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,95.7761883350322,97.77371160499752,space,2.0067495818948373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,99.81205363408662,101.80731149599887,space,0.03601414687000215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,101.87522313802037,103.87402812903747,space,10.143189521040767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,114.04423660109751,116.02341886702925,space,0.0219475869089365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,116.07503718300723,118.07339612802025,space,0.09691210300661623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,0,0,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.2755367270438,118.2755367270438,118.2755367270438,118.2755367270438,118.2755367270438,129.4234120930778,1.2166666666666668,11.16093734302558,space,0.15662509598769248,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.62226545100566,129.62226545100566,129.62226545100566,129.62226545100566,129.62226545100566,132.24003952310886,1.0208333333333333,2.602273370954208,space,0.6405042678816244,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,2,2,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.92163480701856,132.92163480701856,132.92163480701856,132.92163480701856,132.92163480701856,135.1232605430996,1.9875,2.186011775978841,space,0.0015989159001037478,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,66,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cs,images/pointed_maps_images/6cs.jpeg,,,,,,,,,,,,,0,3,3,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.16823710908648,135.16823710908648,135.16823710908648,135.16823710908648,135.16823710908648,136.92325699608773,1.7354166666666666,1.7373952079797164,space,0.01805975497700274,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,4,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.9796939510852,136.9796939510852,136.9796939510852,136.9796939510852,136.9796939510852,139.62335220107343,1.6291666666666667,3.025118194054812,space,0.4640042119426653,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,5,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.11635190201923,140.11635190201923,140.11635190201923,140.11635190201923,140.11635190201923,141.05687421001494,1.6229166666666668,0.9240742420079187,space,0.37596665194723755,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,6,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.46545517409686,141.46545517409686,141.46545517409686,141.46545517409686,141.46545517409686,143.00698277400807,1.0,1.5244292069692165,space,0.03108091000467539,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/pointed_maps_images/10is.jpeg,,,,,,,,,,,,,0,7,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.06689791509416,143.06689791509416,143.06689791509416,143.06689791509416,143.06689791509416,144.22358652902767,1.00625,1.1412945169722661,space,0.028515444952063262,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,8,8,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.28465722408146,144.28465722408146,144.28465722408146,144.28465722408146,144.28465722408146,145.3906513780821,1.1354166666666667,1.091327750007622,space,0.02108574495650828,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,9,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.44813032599632,145.44813032599632,145.44813032599632,145.44813032599632,145.44813032599632,146.82368056906853,1.0395833333333333,1.356626054039225,space,0.01761779293883592,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,10,10,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.88197416404728,146.88197416404728,146.88197416404728,146.88197416404728,146.88197416404728,148.32338274503127,1.3354166666666667,1.4227330019930378,space,0.4136771659832448,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/pointed_maps_images/3is.jpeg,,,,,,,,,,,,,0,11,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.76759347808547,148.76759347808547,148.76759347808547,148.76759347808547,148.76759347808547,150.80679503001738,1.11875,2.0231210329802707,space,0.050440134946256876,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,12,12,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.89857382001355,150.89857382001355,150.89857382001355,150.89857382001355,150.89857382001355,152.43971152300946,1.1041666666666667,1.524659800925292,space,0.36352424998767674,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,13,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.8394048610935,152.8394048610935,152.8394048610935,152.8394048610935,152.8394048610935,156.27332823700272,1,3.4192792139947414,space,0.1769675409886986,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/pointed_maps_images/14cn.jpeg,,,,,,,,,,,,,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.48839149309788,156.48839149309788,156.48839149309788,156.48839149309788,156.48839149309788,158.62367183307651,1.1479166666666667,2.1214862569468096,space,0.3545449218945578,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/pointed_maps_images/1cn.jpeg,,,,,,,,,,,,,0,15,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.01453056407627,159.01453056407627,159.01453056407627,159.01453056407627,159.01453056407627,161.78990417800378,1.9875,2.757521747960709,space,0.16562089195940644,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,16,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.98977577500045,161.98977577500045,161.98977577500045,161.98977577500045,161.98977577500045,164.44006013101898,1.7666666666666666,3.5036327980924398,space,1.3954077219823375,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/pointed_maps_images/19cn.jpeg,,,,,,,,,,,,,0,17,17,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.86779110704083,165.86779110704083,165.86779110704083,165.86779110704083,165.86779110704083,169.92318426002748,1.0,4.040222401032224,space,0.1200765100074932,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.08092378405854,170.08092378405854,170.08092378405854,170.08092378405854,170.08092378405854,173.38986071001273,1.78125,3.290028898976743,space,0.1198367748875171,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,19,19,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.54638699709903,173.54638699709903,173.54638699709903,173.54638699709903,173.54638699709903,178.02304630703293,1.95,4.45733599900268,space,0.13065561396069825,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,20,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.1892541591078,178.1892541591078,178.1892541591078,178.1892541591078,178.1892541591078,180.47326042409986,1.7104166666666667,2.2694845299702138,space,0.3287133249687031,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,21,21,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.83422513201367,180.83422513201367,180.83422513201367,180.83422513201367,180.83422513201367,183.7066366210347,1.9770833333333333,2.856588795897551,space,0.16680730902589858,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,22,22,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.91864207503386,183.91864207503386,183.91864207503386,183.91864207503386,183.91864207503386,187.6567188880872,1,3.7200937148882076,space,0.7517400869401172,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/pointed_maps_images/18cn.jpeg,,,,,,,,,,,,,0,23,23,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.44865661708172,188.44865661708172,188.44865661708172,188.44865661708172,188.44865661708172,191.17313857900444,1.2583333333333333,2.7080716190394014,space,0.13968644198030233,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,24,24,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.35596973903012,191.35596973903012,191.35596973903012,191.35596973903012,191.35596973903012,193.0896580980625,1.9791666666666667,1.7186033560428768,space,0.42754513095133007,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,25,25,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.55036958202254,193.55036958202254,193.55036958202254,193.55036958202254,193.55036958202254,198.4891512610484,1.2458333333333333,4.923990324954502,space,0.6951581420144066,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,59,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cs,images/pointed_maps_images/19cs.jpeg,,,,,,,,,,,,,0,26,26,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.21689620008692,199.21689620008692,199.21689620008692,199.21689620008692,199.21689620008692,201.15623486007098,1,1.9234215549658984,space,0.13963517197407782,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,27,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.33926616609097,201.33926616609097,201.33926616609097,201.33926616609097,201.33926616609097,204.60667107405607,1.8458333333333332,3.252471864921972,space,0.13201073196250945,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,28,28,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.76881122705527,204.76881122705527,204.76881122705527,204.76881122705527,204.76881122705527,206.87263377406634,1.0104166666666667,2.090624767006375,space,0.15303384000435472,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,29,29,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.05211828602478,207.05211828602478,207.05211828602478,207.05211828602478,207.05211828602478,210.08950411202386,1.0333333333333332,3.0230188969289884,space,0.15194094099570066,,,,,,,,,,,,,,,,,,,2023-03-22_21h25.28.981,BZ,2022.2.4,None,
