consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,30.08867467311211,y,0.17102659586817026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,32.280962976044975,y,0.0023325439542531967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.38056282908656,34.38056282908656,34.38056282908656,34.38056282908656,34.38056282908656,34.38056282908656,34.38056282908656,2.717109727091156,20,5.0,4.003396534011699,,0.016666666666666666,-0.3729166666666667,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,43.75181220902596,45.73134228400886,space,0.9303156728856266,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,46.68260949803516,48.68182982702274,space,0.01530890294816345,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,48.72044793108944,50.71520172501914,space,0.12755749188363552,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,50.86720100103412,52.86482555605471,space,0.04422512499149889,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,52.93478336906992,54.914908041013405,space,0.12081664195284247,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,55.06700291100424,57.064644841011614,space,0.10857059783302248,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,57.20159702200908,59.181493288022466,space,0.20544704387430102,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,59.416889352025464,61.41481781611219,space,0.18677149491850287,,,,,,,,,,,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,47,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cs,images/pointed_maps_images/7cs.jpeg,,,,,,,,,,,,,0,0,0,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.704294871073216,61.704294871073216,61.704294871073216,61.704294871073216,61.704294871073216,65.49774117209017,1.6770833333333335,3.806079610949382,space,0.23683428787626326,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,34,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14is,images/pointed_maps_images/14is.jpeg,,,,,,,,,,,,,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.77286087302491,65.77286087302491,65.77286087302491,65.77286087302491,65.77286087302491,67.7646188470535,1.4333333333333333,1.9727774939965457,space,5.087222194997594,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,2,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.89281950809527,72.89281950809527,72.89281950809527,72.89281950809527,72.89281950809527,74.96483594703022,1.3395833333333333,2.0534045229433104,space,2.6249735328601673,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,3,3,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.62530996999703,77.62530996999703,77.62530996999703,77.62530996999703,77.62530996999703,81.58101520501077,1.4645833333333333,3.9402456879615784,space,1.008659136830829,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,61,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1in,images/pointed_maps_images/1in.jpeg,,,,,,,,,,,,,0,4,4,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.62793306005187,82.62793306005187,82.62793306005187,82.62793306005187,82.62793306005187,83.58112376602367,1.5229166666666667,0.9384351610206068,space,0.4827606159960851,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,5,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.09233168209903,84.09233168209903,84.09233168209903,84.09233168209903,84.09233168209903,84.9640419210773,1.5229166666666667,0.8578854700317606,space,0.09125720185693353,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/pointed_maps_images/17in.jpeg,,,,,,,,,,,,,0,6,6,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.09325880906545,85.09325880906545,85.09325880906545,85.09325880906545,85.09325880906545,85.13071154407226,1.5229166666666667,0.02968602499458939,space,0.07601305295247585,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,7,7,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.24264958000276,85.24264958000276,85.24264958000276,85.24264958000276,85.24264958000276,85.43101057608146,1.5229166666666667,0.2901434249943122,space,0.08469212683849037,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,8,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.55774188309442,85.55774188309442,85.55774188309442,85.55774188309442,85.55774188309442,85.68111046100967,1.5229166666666667,0.23946888407226652,space,0.14424997486639768,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/pointed_maps_images/20in.jpeg,,,,,,,,,,,,,0,9,9,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.86035290011205,85.86035290011205,85.86035290011205,85.86035290011205,85.86035290011205,85.96472733200062,1.5229166666666667,0.09113774902652949,space,0.014526059851050377,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,10,10,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.01198324305005,86.01198324305005,86.01198324305005,86.01198324305005,86.01198324305005,86.13143083709292,1.5229166666666667,0.3886165570002049,space,0.2560839628567919,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,11,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.4232049920829,86.4232049920829,86.4232049920829,86.4232049920829,86.4232049920829,86.61412529810332,1.5229166666666667,0.17534921795595437,space,0.1159332828829065,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/pointed_maps_images/16in.jpeg,,,,,,,,,,,,,0,12,12,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.75878368609119,86.75878368609119,86.75878368609119,86.75878368609119,86.75878368609119,86.91422635805793,1.5229166666666667,0.2910528340144083,space,0.1356160988798365,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,13,13,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.09713349503,87.09713349503,87.09713349503,87.09713349503,87.09713349503,87.18080901901703,1.5229166666666667,0.07061845809221268,space,0.044403507839888334,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,14,14,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.25888912403025,87.25888912403025,87.25888912403025,87.25888912403025,87.25888912403025,87.49763206311036,1.5229166666666667,0.22561613097786903,space,0.11360892886295915,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,67,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7cn,images/pointed_maps_images/7cn.jpeg,,,,,,,,,,,,,0,15,15,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6460430281004,87.6460430281004,87.6460430281004,87.6460430281004,87.6460430281004,87.73117933201138,1.5229166666666667,0.07402333489153534,space,0.037781209917739034,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,16,16,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.80716436705552,87.80716436705552,87.80716436705552,87.80716436705552,87.80716436705552,87.88119878002908,1.5229166666666667,0.05618437996599823,space,0.05030944698955864,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,17,17,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.97304331301711,87.97304331301711,87.97304331301711,87.97304331301711,87.97304331301711,88.01440377300605,1.5229166666666667,0.02687236911151558,space,0.05905217595864087,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/pointed_maps_images/9cn.jpeg,,,,,,,,,,,,,0,18,18,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.11259923200123,88.11259923200123,88.11259923200123,88.11259923200123,88.11259923200123,88.16423299210146,1.5229166666666667,0.043011317029595375,space,0.049727801932021976,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,19,19,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.23912089806981,88.23912089806981,88.23912089806981,88.23912089806981,88.23912089806981,88.31377907900605,1.5229166666666667,0.05876115697901696,space,0.05999283888377249,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,20,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.40391580108553,88.40391580108553,88.40391580108553,88.40391580108553,88.40391580108553,88.4805713170208,1.5229166666666667,0.05896567495074123,space,0.07318301987834275,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,69,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9in,images/pointed_maps_images/9in.jpeg,,,,,,,,,,,,,0,21,21,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.59014778200071,88.59014778200071,88.59014778200071,88.59014778200071,88.59014778200071,88.61396849399898,1.5229166666666667,0.016462999978102744,space,0.11574988986831158,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/pointed_maps_images/2cn.jpeg,,,,,,,,,,,,,0,22,22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.75828421406914,88.75828421406914,88.75828421406914,88.75828421406914,88.75828421406914,88.91404283500742,1.5229166666666667,0.29256276600062847,space,0.17652829491999,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/pointed_maps_images/19is.jpeg,,,,,,,,,,,,,0,23,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.12540801300202,89.12540801300202,89.12540801300202,89.12540801300202,89.12540801300202,89.23088748403825,1.5229166666666667,0.09058663295581937,space,0.031399516854435205,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/pointed_maps_images/5cn.jpeg,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.29585045506246,89.29585045506246,89.29585045506246,89.29585045506246,89.29585045506246,89.38137845601887,1.5229166666666667,0.07326070801354945,space,0.03742565191350877,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/pointed_maps_images/5cs.jpeg,,,,,,,,,,,,,0,25,25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.45851209003013,89.45851209003013,89.45851209003013,89.45851209003013,89.45851209003013,89.5308884420665,1.5229166666666667,0.22169883898459375,space,0.1595695859286934,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/pointed_maps_images/9cs.jpeg,,,,,,,,,,,,,0,26,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.72454988607205,89.72454988607205,89.72454988607205,89.72454988607205,89.72454988607205,89.8306285639992,1.5229166666666667,0.092914993991144,space,0.016144298831932247,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,35,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15in,images/pointed_maps_images/15in.jpeg,,,,,,,,,,,,,0,27,27,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.87392863305286,89.87392863305286,89.87392863305286,89.87392863305286,89.87392863305286,89.9975948020583,1.5229166666666667,0.1083807039540261,space,0.010919465916231275,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,42,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2in,images/pointed_maps_images/2in.jpeg,,,,,,,,,,,,,0,28,28,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.04710189707112,90.04710189707112,90.04710189707112,90.04710189707112,90.04710189707112,90.16413063602522,1.5229166666666667,0.1071319431066513,space,0.017676951945759356,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/pointed_maps_images/12in.jpeg,,,,,,,,,,,,,0,29,29,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.22381579503417,90.22381579503417,90.22381579503417,90.22381579503417,90.22381579503417,90.31440549599938,1.5229166666666667,0.07305710506625473,space,0.03258098685182631,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/pointed_maps_images/17cs.jpeg,,,,,,,,,,,,,0,30,30,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.38278911402449,90.38278911402449,90.38278911402449,90.38278911402449,90.38278911402449,90.46400941407774,1.5229166666666667,0.06979042803868651,space,0.049162728944793344,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/pointed_maps_images/7is.jpeg,,,,,,,,,,,,,0,31,31,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.54359826911241,90.54359826911241,90.54359826911241,90.54359826911241,90.54359826911241,90.63075301400386,1.5229166666666667,0.07350767299067229,space,0.03781220689415932,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,32,32,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7043784330599,90.7043784330599,90.7043784330599,90.7043784330599,90.7043784330599,90.78094433899969,1.5229166666666667,0.05931763502303511,space,0.05525171500630677,,,,,,,,,,2023-03-22_22h27.26.616,BZ,2022.2.4,None,
