consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text1.started,scales_images.started,add_question_text2.started,next_slide_text.started,spacebar_continue_7.started,scale_slider.response,spacebar_continue_7.keys,spacebar_continue_7.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,30.56282336509321,y,0.005380261922255158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.66233669000212,32.66233669000212,32.66233669000212,32.66233669000212,32.66233669000212,32.66233669000212,32.66233669000212,2.264825818943791,20,5.0,2.24986495799385,,0.025,-0.37395833333333334,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,6.0,6.0,6.0,6.0,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,49.90300372499041,51.879362815991044,space,0.04346562991850078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,51.94821046607103,53.946545994025655,space,0.10774449596647173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,54.08409688610118,56.07918744802009,space,6.069119035033509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,62.18190063908696,64.17922429402824,space,0.084895777865313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,64.29932923801243,66.29569329309743,space,70.76258789992426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,137.08074969809968,139.0782762960298,space,0.067280133953318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,139.1790766590275,141.16201547998935,space,0.1187226859619841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,141.3124384310795,143.31175222899765,space,0.08091305196285248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/pointed_maps_images/6cn.jpeg,,,,,,,,,,,,,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.49159139499534,143.49159139499534,143.49159139499534,143.49159139499534,143.49159139499534,147.4286022260785,1.4416666666666667,3.947770996019244,space,0.4010213389992714,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/pointed_maps_images/6is.jpeg,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.86994850100018,147.86994850100018,147.86994850100018,147.86994850100018,147.86994850100018,149.34458777704276,1.4395833333333332,1.456027613952756,space,0.5820055430522189,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,46,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6in,images/pointed_maps_images/6in.jpeg,,,,,,,,,,,,,0,2,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.95340775500517,149.95340775500517,149.95340775500517,149.95340775500517,149.95340775500517,150.42872158100363,1.65625,0.4596017609583214,space,0.13221255294047296,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/pointed_maps_images/20cn.jpeg,,,,,,,,,,,,,0,3,3,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.58808392903302,150.58808392903302,150.58808392903302,150.58808392903302,150.58808392903302,150.7784468299942,1.65625,0.34078799991402775,space,0.14054625597782433,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,75,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cn,images/pointed_maps_images/15cn.jpeg,,,,,,,,,,,,,0,4,4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.96074297907762,150.96074297907762,150.96074297907762,150.96074297907762,150.96074297907762,151.09468005108647,1.65625,0.11902303888928145,space,0.16982332395855337,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,37,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cn,images/pointed_maps_images/17cn.jpeg,,,,,,,,,,,,,0,5,5,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.31057687604334,151.31057687604334,151.31057687604334,151.31057687604334,151.31057687604334,151.42811753205024,1.65625,0.10449532605707645,space,0.02344482799526304,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,49,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9is,images/pointed_maps_images/9is.jpeg,,,,,,,,,,,,,0,6,6,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4961688480107,151.4961688480107,151.4961688480107,151.4961688480107,151.4961688480107,151.61172925599385,1.65625,0.10390595300123096,space,0.011132213869132102,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,54,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14in,images/pointed_maps_images/14in.jpeg,,,,,,,,,,,,,0,7,7,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.65516332909465,151.65516332909465,151.65516332909465,151.65516332909465,151.65516332909465,151.76182800903916,1.65625,0.09236621798481792,space,0.03588122397195548,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/pointed_maps_images/10cn.jpeg,,,,,,,,,,,,,0,8,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.8391232760623,151.8391232760623,151.8391232760623,151.8391232760623,151.8391232760623,151.9453769850079,1.65625,0.0906069140182808,space,1.407062510959804,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/pointed_maps_images/15is.jpeg,,,,,,,,,,,,,0,9,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.38978642004076,153.38978642004076,153.38978642004076,153.38978642004076,153.38978642004076,154.21179899410345,1.65625,0.8073465109337121,space,0.32225214096251875,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/pointed_maps_images/10in.jpeg,,,,,,,,,,,,,0,10,10,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.5700571250636,154.5700571250636,154.5700571250636,154.5700571250636,154.5700571250636,154.94525618699845,1.76875,0.35682290396653116,space,0.6250908910296857,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/pointed_maps_images/4cn.jpeg,,,,,,,,,,,,,0,11,11,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.6067836920265,155.6067836920265,155.6067836920265,155.6067836920265,155.6067836920265,155.82820021105,1.7895833333333333,0.2063981689279899,space,0.10213676490820944,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/pointed_maps_images/5in.jpeg,,,,,,,,,,,,,0,12,12,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.97254643309861,155.97254643309861,155.97254643309861,155.97254643309861,155.97254643309861,155.9948922630865,1.7916666666666667,0.01705946703441441,space,0.13271959696430713,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/pointed_maps_images/11cn.jpeg,,,,,,,,,,,,,0,13,13,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.15711272705812,156.15711272705812,156.15711272705812,156.15711272705812,156.15711272705812,156.32820854207966,1.7916666666666667,0.29049242404289544,space,0.12702788203023374,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,33,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cn,images/pointed_maps_images/13cn.jpeg,,,,,,,,,,,,,0,14,14,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.48893384507392,156.48893384507392,156.48893384507392,156.48893384507392,156.48893384507392,156.59496988204774,1.7916666666666667,0.09135925897862762,space,0.01931443391367793,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/pointed_maps_images/20is.jpeg,,,,,,,,,,,,,0,15,15,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.65400227403734,156.65400227403734,156.65400227403734,156.65400227403734,156.65400227403734,156.7618645420298,1.7916666666666667,0.09025142900645733,space,0.011224209913052619,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,62,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cs,images/pointed_maps_images/2cs.jpeg,,,,,,,,,,,,,0,16,16,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.80997327307705,156.80997327307705,156.80997327307705,156.80997327307705,156.80997327307705,156.89542829908896,1.7916666666666667,0.07262260594870895,space,0.03338479995727539,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/pointed_maps_images/3in.jpeg,,,,,,,,,,,,,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.97184724605177,156.97184724605177,156.97184724605177,156.97184724605177,156.97184724605177,157.04479138401803,1.7916666666666667,0.05617437500040978,space,0.048402305925264955,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/pointed_maps_images/11is.jpeg,,,,,,,,,,,,,0,18,18,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.12243000406306,157.12243000406306,157.12243000406306,157.12243000406306,157.12243000406306,157.5946343630785,1.6729166666666666,0.4556964230723679,space,0.14896153297740966,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,74,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cs,images/pointed_maps_images/14cs.jpeg,,,,,,,,,,,,,0,19,19,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.7771537459921,157.7771537459921,157.7771537459921,157.7771537459921,157.7771537459921,157.9614271960454,1.6125,0.17780619708355516,space,0.11813806497957557,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/pointed_maps_images/10cs.jpeg,,,,,,,,,,,,,0,20,20,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.1199987430591,158.1199987430591,158.1199987430591,158.1199987430591,158.1199987430591,158.294985095039,1.6125,0.30724535696208477,space,0.11995634494815022,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,63,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cn,images/pointed_maps_images/3cn.jpeg,,,,,,,,,,,,,0,21,21,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.4535584190162,158.4535584190162,158.4535584190162,158.4535584190162,158.4535584190162,158.61152546305675,1.6125,0.2903208320494741,space,0.12287985195871443,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/pointed_maps_images/16cn.jpeg,,,,,,,,,,,,,0,22,22,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.77022615505848,158.77022615505848,158.77022615505848,158.77022615505848,158.77022615505848,158.92842706805095,1.6125,0.2727441560709849,space,0.11106652696616948,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/pointed_maps_images/11cs.jpeg,,,,,,,,,,,,,0,23,23,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.07155237405095,159.07155237405095,159.07155237405095,159.07155237405095,159.07155237405095,159.24525615107268,1.6125,0.3079911479726434,space,0.1257216229569167,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,43,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3cs,images/pointed_maps_images/3cs.jpeg,,,,,,,,,,,,,0,24,24,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.4049542780267,159.4049542780267,159.4049542780267,159.4049542780267,159.4049542780267,159.54448825900909,1.6125,0.29093191504944116,space,0.15941143094096333,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/pointed_maps_images/17is.jpeg,,,,,,,,,,,,,0,25,25,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.7391053000465,159.7391053000465,159.7391053000465,159.7391053000465,159.7391053000465,159.86139908607583,1.6125,0.2589621599763632,space,0.1504706529667601,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/pointed_maps_images/8in.jpeg,,,,,,,,,,,,,0,26,26,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.05414984410163,160.05414984410163,160.05414984410163,160.05414984410163,160.05414984410163,160.17852870910428,1.6125,0.10688000591471791,space,0.0062840558821335435,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/pointed_maps_images/16cs.jpeg,,,,,,,,,,,,,0,27,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.22829412505962,160.22829412505962,160.22829412505962,160.22829412505962,160.22829412505962,160.37817554106005,1.6125,0.30460049607791007,space,0.1543242319021374,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,40,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cs,images/pointed_maps_images/20cs.jpeg,,,,,,,,,,,,,0,28,28,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.56958547304384,160.56958547304384,160.56958547304384,160.56958547304384,160.56958547304384,160.82775174302515,1.6125,0.23993817099835724,space,0.04719567089341581,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,58,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18in,images/pointed_maps_images/18in.jpeg,,,,,,,,,,,,,0,29,29,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.90645876608323,160.90645876608323,160.90645876608323,160.90645876608323,160.90645876608323,160.99491302401293,1.6125,0.07342767110094428,space,0.06351003493182361,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
,,,,,,64,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4is,images/pointed_maps_images/4is.jpeg,,,,,,,,,,,,,0,30,30,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.09452579007484,161.09452579007484,161.09452579007484,161.09452579007484,161.09452579007484,161.19459750200622,1.6145833333333335,0.08912273205351084,space,0.028745268937200308,,,,,,,,,,,,,,,,,,,,,2023-03-22_22h50.20.157,BZ,2022.2.4,None,
