consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,section_text.started,ad_question_text.started,scales_images.started,text_4.started,next_slide_text.started,key_resp_3.started,scale_slider.response,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"2 of 6
I understand that my participation in the study is voluntary and that I am free to withdraw at any time without giving a reason and without detriment to myself (although I will not receive payment for this study). I understand that it will not be possible to remove my data from the project once it has been anonymised and forms part of the data set.  

I agree to take part on this basis.",,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,24.0093663239968,y,1.717680367990397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
"3 of 6
I agree that any data collected may be included in anonymous form in student theses/publications/conference presentations.",,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,27.751912017993163,y,0.06833681394346058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,29.848334176989738,y,15.462627467990387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,47.33779272099491,y,0.016178255958948284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,49.34852356702322,y,0.3373432329390198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.769870524003636,51.769870524003636,51.769870524003636,51.769870524003636,51.769870524003636,51.769870524003636,51.769870524003636,3.28639512200607,20,5.0,3.26561333599966,,0.019444444444444445,-0.3819444444444444,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,60.282600023027044,62.26462380797602,space,0.06889640894951299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,62.36420896498021,64.36495899298461,space,0.04009635199327022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,64.43380704399897,66.43127414700575,space,3.18366135598626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,69.63382232701406,71.63129374699201,space,0.14651758800027892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,71.79983513901243,73.79805491102161,space,0.01599454297684133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,73.83205868297955,75.81442479300313,space,0.07190051197540015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,75.91693711798871,77.89808289299253,space,0.6503783829975873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,78.56412985298084,80.56445999501739,space,12.230275033973157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,56,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cn,images/all_images/16cn.jpeg,,,,,,,,,,,,,0,0,0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.88849392801058,92.88849392801058,92.88849392801058,92.88849392801058,92.88849392801058,95.36463109502802,1.8166666666666667,2.4796315359999426,space,0.43157119397073984,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,77,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17in,images/all_images/17in.jpeg,,,,,,,,,,,,,0,1,1,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.81906035199063,95.81906035199063,95.81906035199063,95.81906035199063,95.81906035199063,96.06425215100171,1.8166666666666667,0.22510701999999583,space,0.09257534693460912,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.18639073497616,96.18639073497616,96.18639073497616,96.18639073497616,96.18639073497616,96.3478712340002,1.8166666666666667,0.2756551959901117,space,0.1053650279645808,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,55,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15cs,images/all_images/15cs.jpeg,,,,,,,,,,,,,0,3,3,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.48806306498591,96.48806306498591,96.48806306498591,96.48806306498591,96.48806306498591,96.61429720302112,1.8166666666666667,0.10708372504450381,space,0.1139680749620311,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,70,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cs,images/all_images/10cs.jpeg,,,,,,,,,,,,,0,4,4,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7521941899904,96.7521941899904,96.7521941899904,96.7521941899904,96.7521941899904,96.89784871699521,1.8166666666666667,0.24212193302810192,space,0.11279832595027983,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.03558560699457,97.03558560699457,97.03558560699457,97.03558560699457,97.03558560699457,97.1645582569763,1.8166666666666667,0.10919822897994891,space,0.020343629992567003,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.21998714801157,97.21998714801157,97.21998714801157,97.21998714801157,97.21998714801157,97.29788924002787,1.8166666666666667,0.05840094498125836,space,0.038348186935763806,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,50,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10in,images/all_images/10in.jpeg,,,,,,,,,,,,,0,7,7,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.37067620601738,97.37067620601738,97.37067620601738,97.37067620601738,97.37067620601738,97.43103252898436,1.8166666666666667,0.040963709994684905,space,0.037865539954509586,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/all_images/8in.jpeg,,,,,,,,,,,,,0,8,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.50390310102375,97.50390310102375,97.50390310102375,97.50390310102375,97.50390310102375,97.58118850400206,1.8166666666666667,0.060378573019988835,space,0.03645811299793422,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,9,9,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.65331682900432,97.65331682900432,97.65331682900432,97.65331682900432,97.65331682900432,97.71459995798068,1.8166666666666667,0.04161368700442836,space,0.05298342095920816,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,51,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cs,images/all_images/11cs.jpeg,,,,,,,,,,,,,0,10,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.80810554500204,97.80810554500204,97.80810554500204,97.80810554500204,97.80810554500204,97.83117567101726,1.8166666666666667,0.016565956990234554,space,0.07874759600963444,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,65,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5in,images/all_images/5in.jpeg,,,,,,,,,,,,,0,11,11,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94046614400577,97.94046614400577,97.94046614400577,97.94046614400577,97.94046614400577,97.96464727300918,1.8166666666666667,0.01751718600280583,space,0.09325363399693742,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,53,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13is,images/all_images/13is.jpeg,,,,,,,,,,,,,0,12,12,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09025246399688,98.09025246399688,98.09025246399688,98.09025246399688,98.09025246399688,98.11466744198697,1.8166666666666667,0.01698333997046575,space,0.09193391696317121,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,79,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19cn,images/all_images/19cn.jpeg,,,,,,,,,,,,,0,13,13,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.23903375701047,98.23903375701047,98.23903375701047,98.23903375701047,98.23903375701047,98.39780105499085,1.8166666666666667,0.25722050201147795,space,0.09657155995955691,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/all_images/13cs.jpeg,,,,,,,,,,,,,0,14,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.51896156498697,98.51896156498697,98.51896156498697,98.51896156498697,98.51896156498697,98.66458002402214,1.8166666666666667,0.2586656609782949,space,0.1283359619555995,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,15,15,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.81919481500518,98.81919481500518,98.81919481500518,98.81919481500518,98.81919481500518,98.9311643189867,1.8166666666666667,0.09232617903035134,space,0.00627304392401129,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/all_images/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.97366459103068,98.97366459103068,98.97366459103068,98.97366459103068,98.97366459103068,99.0811449509929,1.8166666666666667,0.0914896380272694,space,0.0048068289761431515,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/all_images/3in.jpeg,,,,,,,,,,,,,0,17,17,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.12389336299384,99.12389336299384,99.12389336299384,99.12389336299384,99.12389336299384,99.23106126399944,1.8166666666666667,0.0899412430007942,space,0.003825874999165535,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,57,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17is,images/all_images/17is.jpeg,,,,,,,,,,,,,0,18,18,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.26629394898191,99.26629394898191,99.26629394898191,99.26629394898191,99.26629394898191,99.38102211797377,1.8166666666666667,0.09235045500099659,space,0.011400510964449495,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,60,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20cn,images/all_images/20cn.jpeg,,,,,,,,,,,,,0,19,19,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4209751849994,99.4209751849994,99.4209751849994,99.4209751849994,99.4209751849994,99.51445876597427,1.8166666666666667,0.07521530601661652,space,0.012090641946997494,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/all_images/2is.jpeg,,,,,,,,,,,,,0,20,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.55233178299386,99.55233178299386,99.55233178299386,99.55233178299386,99.55233178299386,99.68107869202504,1.8166666666666667,0.2595806400058791,space,0.13384809397393838,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/all_images/7is.jpeg,,,,,,,,,,,,,0,21,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.85339570301585,99.85339570301585,99.85339570301585,99.85339570301585,99.85339570301585,99.96457891399041,1.8166666666666667,0.0916920310119167,space,0.01945711695589125,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,71,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11cn,images/all_images/11cn.jpeg,,,,,,,,,,,,,0,22,22,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.02196389000164,100.02196389000164,100.02196389000164,100.02196389000164,100.02196389000164,100.11423754499992,1.8166666666666667,0.07369402202311903,space,0.016262915974948555,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,23,23,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.15324518398847,100.15324518398847,100.15324518398847,100.15324518398847,100.15324518398847,100.26420272298856,1.8166666666666667,0.2433364990283735,space,0.15155446896096691,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,80,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20is,images/all_images/20is.jpeg,,,,,,,,,,,,,0,24,24,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4520648070029,100.4520648070029,100.4520648070029,100.4520648070029,100.4520648070029,100.56423177401302,1.8166666666666667,0.0918124970048666,space,0.004420096927788109,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,44,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cn,images/all_images/4cn.jpeg,,,,,,,,,,,,,0,25,25,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.60551508597564,100.60551508597564,100.60551508597564,100.60551508597564,100.60551508597564,100.71445030200994,1.8166666666666667,0.24210925004445016,space,0.14306157396640629,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,36,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16cs,images/all_images/16cs.jpeg,,,,,,,,,,,,,0,26,26,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.88855264498852,100.88855264498852,100.88855264498852,100.88855264498852,100.88855264498852,101.03100774699124,1.8166666666666667,0.27411208901321515,space,0.12577313295332715,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/all_images/5cn.jpeg,,,,,,,,,,,,,0,27,27,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.18543282797327,101.18543282797327,101.18543282797327,101.18543282797327,101.18543282797327,101.33100112999091,1.8166666666666667,0.2756794700399041,space,0.12910409196047112,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_16h06.07.443,BZ,2022.2.4,None,
