consent_item,slide_text,instruction,triangle_pos,arrow_posy,arrow_posx,item_no,sentence,question,correct_option,granularity,file_name,file_path,info_sheet_loop.thisRepN,info_sheet_loop.thisTrialN,info_sheet_loop.thisN,info_sheet_loop.thisIndex,consent_loop.thisRepN,consent_loop.thisTrialN,consent_loop.thisN,consent_loop.thisIndex,instructions_loop.thisRepN,instructions_loop.thisTrialN,instructions_loop.thisN,instructions_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,study_title.started,consent_key.keys,consent_key.rt,ageResp.started,age.started,gender.started,genderResp1.started,genderResp2.started,continue_box_2.started,continue_text_2.started,mouse_3.started,ageResp.text,genderResp1.response,genderResp1.rt,genderResp2.text,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,edu_slider.response,q1_slider.response,q2_slider.response,q3_slider.response,q4_slider.response,q5_slider.response,slide_number.started,instruction_text.started,spacebar_3.started,instruction_image.started,EXsentence1.started,question_text_2.started,slider_image.started,triangle.started,arrow.started,next_slide_key.started,next_slide_key.keys,next_slide_key.rt,sentence_text.started,image.started,question_text.started,slider.started,spacebar_text.started,spacebar_continue.started,slider.response,slider.rt,spacebar_continue.keys,spacebar_continue.rt,spacebar_continue_3.keys,spacebar_continue_3.rt,textbox.started,mouse_2.started,continue_box.started,continue_text.started,comment_instructions.started,textbox.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,total_duration,participant,session,study_id,date,expName,psychopyVersion,frameRate,
"4 of 6
I understand that a fully anonymised dataset will be deposited in public open data repositories.",,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,94.3557954900316,y,0.16630449600052088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
"5 of 6
I understand that data collected during the study may be looked at by individuals from The University of Manchester or regulatory authorities, where it is relevant to my taking part in this research. I give permission for these individuals to have access to my data.",,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,96.54025670699775,y,0.0948539610253647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
"6 of 6
I agree to take part in this study.",,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,98.6376674019848,y,0.018552833003923297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.70004435203737,100.70004435203737,100.70004435203737,100.70004435203737,100.70004435203737,100.70004435203737,100.70004435203737,3.080135564028751,20,5.0,3.0670840319944546,,-0.027777777777777776,-0.3861111111111111,1,0,0,continue_box_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 1 of 8,This experiment is about using information to make decisions. Each trial will look similar to this:,10.0,10.0,10.0,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,3.0,3.0,3.0,3.0,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,110.44275302701863,112.4215654580039,space,2.427658399043139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 2 of 8,"First, you should read the text above the image.",10.0,0.15,-0.55,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,114.87342897302005,116.8553463210119,space,0.494358611991629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 3 of 8,Then you should look at the image. It will show a map of a country. The colour of each region of the country reflects its pollution level. Pollution levels are displayed in standardised units.,10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,117.3741897760192,119.355382698006,space,1.0736225440050475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 4 of 8,Data on different types of pollution are shown throughout the experiment. (A colour scale may be provided or not provided to you.),10.0,-0.075,-0.24,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,120.45682333502918,122.45423350099009,space,0.5235015680664219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 5 of 8,"Then you should read the question below the image. Here, the question asks you to rate how severe the pollution levels in the pointed region is.",10.0,-0.28,-0.53,,,,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,123.00392043101601,124.98990891803987,space,10.6861361329793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 6 of 8,You should move the marker to indicate your response.,0.0,-0.36,-0.45,,,,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,135.7042797380127,137.6873406119994,space,0.11649315303657204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 7 of 8,"You can change your answer as many times as you like, then you should press the spacebar to move on to the next trial.",0.1,-0.36,-0.45,,,,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,137.82317018898902,139.8041372980224,space,1.016368061013054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,Slide 8 of 8,Press the spacebar to begin the experiment.,-0.1,10.0,10.0,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,140.83699392003473,142.83773907501018,space,0.6251588310115039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,1,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cs,images/all_images/1cs.jpeg,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.5565794639988,143.5565794639988,143.5565794639988,143.5565794639988,143.5565794639988,147.43757741799345,1.8805555555555555,3.8840634520165622,space,0.34610993502428755,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,2,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2cn,images/all_images/2cn.jpeg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.81334933498874,147.81334933498874,147.81334933498874,147.81334933498874,147.81334933498874,148.80494272802025,1.7055555555555555,0.9741078290389851,space,0.434772631037049,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,3,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3is,images/all_images/3is.jpeg,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.2768111770274,149.2768111770274,149.2768111770274,149.2768111770274,149.2768111770274,150.4715402800357,1.4555555555555555,1.175307960016653,space,2.4004180610645562,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,4,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4in,images/all_images/4in.jpeg,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.90517890499905,152.90517890499905,152.90517890499905,152.90517890499905,152.90517890499905,154.63733932102332,1.963888888888889,3.9932246659882367,space,2.745855317043606,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,5,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cs,images/all_images/5cs.jpeg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.40939149499172,157.40939149499172,157.40939149499172,157.40939149499172,157.40939149499172,159.8704243079992,1.8138888888888889,2.82556264300365,space,0.5234081380185671,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,6,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6cn,images/all_images/6cn.jpeg,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.42569158703554,160.42569158703554,160.42569158703554,160.42569158703554,160.42569158703554,162.1039442489855,1.925,1.658790071029216,space,0.1367860520258546,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,7,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7is,images/all_images/7is.jpeg,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.27358089899644,162.27358089899644,162.27358089899644,162.27358089899644,162.27358089899644,166.78716185200028,1.286111111111111,4.493450645008124,space,0.11851435201242566,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,8,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8in,images/all_images/8in.jpeg,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.94263503799448,166.94263503799448,166.94263503799448,166.94263503799448,166.94263503799448,171.52053061302286,1.6972222222222222,4.557402206002735,space,0.12573219800833613,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,9,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cs,images/all_images/9cs.jpeg,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.67586761602433,171.67586761602433,171.67586761602433,171.67586761602433,171.67586761602433,176.2046219650074,1.9222222222222223,4.511122631956823,space,0.13273278903216124,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,10,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10cn,images/all_images/10cn.jpeg,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.36388650798472,176.36388650798472,176.36388650798472,176.36388650798472,176.36388650798472,178.57099569198908,1.5555555555555556,3.0073283800156787,space,0.9988681410322897,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,11,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,11is,images/all_images/11is.jpeg,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.5957562190015,179.5957562190015,179.5957562190015,179.5957562190015,179.5957562190015,183.82013711199397,1.2472222222222222,4.206319627002813,space,1.115340981981717,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,12,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,12in,images/all_images/12in.jpeg,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.9585238849977,184.9585238849977,184.9585238849977,184.9585238849977,184.9585238849977,185.65359633002663,1.4944444444444445,0.6751922879484482,space,0.18266933504492044,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,13,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,13cs,images/all_images/13cs.jpeg,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.85659001104068,185.85659001104068,185.85659001104068,185.85659001104068,185.85659001104068,186.5368666269933,1.5472222222222223,0.6598879510420375,space,0.14479671599110588,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,14,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,14cn,images/all_images/14cn.jpeg,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.7083640890196,186.7083640890196,186.7083640890196,186.7083640890196,186.7083640890196,187.50354279903695,1.65,0.7756608410272747,space,0.03300149203278124,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,15,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,15is,images/all_images/15is.jpeg,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.55785353301326,187.55785353301326,187.55785353301326,187.55785353301326,187.55785353301326,189.05354808003176,1.1916666666666667,1.475181468995288,space,0.08656563702970743,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,16,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,16in,images/all_images/16in.jpeg,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.17501540202647,189.17501540202647,189.17501540202647,189.17501540202647,189.17501540202647,189.82038947101682,1.55,0.6244349320186302,space,0.03259949100902304,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,17,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,17cs,images/all_images/17cs.jpeg,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.8767634180258,189.8767634180258,189.8767634180258,189.8767634180258,189.8767634180258,190.4536693430273,1.6944444444444444,0.5578837440116331,space,0.021593104058410972,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,18,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,18cn,images/all_images/18cn.jpeg,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.5087820480112,190.5087820480112,190.5087820480112,190.5087820480112,190.5087820480112,191.103614001011,1.4388888888888889,0.5757767640170641,space,0.021153143025003374,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,19,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,19is,images/all_images/19is.jpeg,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.15828477899777,191.15828477899777,191.15828477899777,191.15828477899777,191.15828477899777,191.8203827990219,1.3444444444444446,0.6415896899998188,space,0.5201965980231762,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,20,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,20in,images/all_images/20in.jpeg,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.3751200180268,192.3751200180268,192.3751200180268,192.3751200180268,192.3751200180268,192.9369297940284,1.3555555555555556,0.5426220249501057,space,0.4651106840465218,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,21,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,1cn,images/all_images/1cn.jpeg,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.42729711002903,193.42729711002903,193.42729711002903,193.42729711002903,193.42729711002903,194.10362550104037,1.3555555555555556,0.6587330059846863,space,0.06535990897100419,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,22,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,2is,images/all_images/2is.jpeg,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.19352485903073,194.19352485903073,194.19352485903073,194.19352485903073,194.19352485903073,194.88681791903218,1.3555555555555556,0.6744836489669979,space,0.0557375909993425,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,23,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,3in,images/all_images/3in.jpeg,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.97367000300437,194.97367000300437,194.97367000300437,194.97367000300437,194.97367000300437,195.686824273027,1.3555555555555556,0.6930830299970694,space,0.0966429749969393,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,24,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,4cs,images/all_images/4cs.jpeg,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.80718733300455,195.80718733300455,195.80718733300455,195.80718733300455,195.80718733300455,196.60355106799398,1.4972222222222222,0.7768011610023677,space,0.17082732502603903,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,25,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,5cn,images/all_images/5cn.jpeg,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.80680067499634,196.80680067499634,196.80680067499634,196.80680067499634,196.80680067499634,198.15349868498743,1.6,1.3275218940107152,space,0.1717045810073614,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,26,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,6is,images/all_images/6is.jpeg,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.35898543603253,198.35898543603253,198.35898543603253,198.35898543603253,198.35898543603253,199.40354733500862,1.6666666666666665,1.025754819973372,space,0.11459934001322836,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,27,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,7in,images/all_images/7in.jpeg,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.541902107012,199.541902107012,199.541902107012,199.541902107012,199.541902107012,321.9189728180063,1.6694444444444445,122.35806676500943,space,0.26059476600494236,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,28,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,8cs,images/all_images/8cs.jpeg,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.2082131470088,322.2082131470088,322.2082131470088,322.2082131470088,322.2082131470088,323.23538583202753,1.4388888888888889,1.0076734110480174,space,0.0022283520083874464,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,29,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,9cn,images/all_images/9cn.jpeg,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.27244082203833,323.27244082203833,323.27244082203833,323.27244082203833,323.27244082203833,323.8017054750235,1.3527777777777779,0.5087814059806988,space,0.4045807149959728,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
,,,,,,30,This map shows the levels of a certain type of pollution in this country:,How severe do you think the environmental pollution in this pointed region is?,NA,0,10is,images/all_images/10is.jpeg,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.2405949649983,324.2405949649983,324.2405949649983,324.2405949649983,324.2405949649983,324.7691349820234,1.4166666666666667,0.5090048289857805,space,0.05579518503509462,,,,,,,,,,,,,,,,,,,2023-02-21_14h00.24.543,BZ,2022.2.4,59.217295863935306,
